0
1. FC Köln
1.FC K'lautern
1.FC Nuremberg
1.FK Pribram
1.FSV Mainz 05
1.SC Feucht
1860 Munich
AC Ajaccio
AC Arles
AC Horsens
AC Le Havre
AC Merlan Lome
AC Milan
AC Parma
AC Venezia 1907
ADO Den Haag
AEK Athens
AEK Larnaca
AFC Newbury
AFC Wimbledon
AIK
AJ Auxerre
AJ Auxerre B
AJ Auxerre U19
AO Egaleo
AO Kavala
AS Livorno
AS Nancy
AS Roma
ASEC Mimosas
AZ Alkmaar
Aalborg BK
Aalesund
Aarhus GF
Aberdeen FC
Accrington
Admira Wacker
Airbus UK
Ajax
Ajax U18
Ajax U19
Akademisk BK
Akron Zips
Al-Ain FC
Al-Gharafa SC
Al-Hilal SFC
Al-Ittihad Club
Al-Jazira
Al-Nasr
Al-Rayyan SC
Al-Sadd SC
Al-Wasl
Alanyaspor
Alavés
Albacete
Aldershot
Alfreton
Alloa Athletic
Almere City
Altrincham
Amiens SC
América
Ancona
Angered United
Angers SCO
Ankaragücü
Ankaraspor
Annan Athletic
Anzhi
Apol. Limassol
Ards FC
Argentinos Jrs.
Aris Saloniki
Arnold Town
Arouca
Arsenal
Arsenal Res.
Arsenal U18
Arsenal U21
Arsenal U23
Artmedia Brat.
Aston Villa
Aston Villa Res.
Aston Villa U18
Aston Villa U21
Atalanta BC
Atalanta U19
Athletic
Athlone Town
Atl. Nacional
Atl. Venezuela
Atlanta
Atlantas
Atlas
Atlético Madrid
Atlético-MG
Atlético-PR
Audax Italiano
Austria Vienna
Avellino
Ayr United
B. Dortmund U19
B. Jerusalem
BK Frem
BK Frem U19
BSC Young Boys
Badgers
Ban
Banants
Banbury
Banfield
Banik Ostrava
Banska Bystrica
Barcelona
Barcelona B
Barcelona SC
Bari
Barnet
Barnsley FC
Barnsley U18
Barrow
Barry
Barton Rovers
Barça U19
Basingstoke
Bay. Leverkusen
Bayern Munich
Beerschot V.A.
Beira-Mar
Belenenses
Belvedere FC
Benevento
Benfica
Benfica U19
Besiktas
Birmingham
Birmingham U18
Birmingham U23
Bishop Auckland
Bishop's St.
Blackburn
Blackburn Acad.
Blackburn Res.
Blackburn U18
Blackpool
Blyth Spartans
Boavista
Boca Juniors
Boca Juniors II
Bodø/Glimt
Bohemians
Bologna
Bolton
Bolton U18
Bolton U23
Bor. Dortmund
Bor. M'gladbach
Boreham Wood
Boro Res.
Boro U18
Boston Utd
Botafogo
Bournemouth
Bournemouth U18
Bournemouth U21
Bradford
Bradford U18
Braintree
Brann
Bray Wanderers
Brentford
Brentford B
Brescia
Brighton
Brighton U23
Brisbane Roar
Bristol City
Bristol Rovers
Brocton FC
Bromley
Brommapojkarna
Bryne FK
Bröndby IF
Burgess Hill
Burnley
Burnley U18
Burnley U23
Bursaspor
Burscough FC
Burton Albion
Bury
Bury FC U18
Busan I'Park
Buxton
C. Budejovice
C. Rizespor
CA Osasuna
CA Talleres
CC Yatai
CD Alcoyano
CD América
CD Cruz Azul
CD El Nacional
CD Leganés
CD Olimpia
CD Tenerife
CE Sabadell
CS Emelec
CS Sedan
CS Sedan B
CSD del Valle
CSKA Moscow
CSKA Sofia
CSKA-Sofia
Cagliari Calcio
Calcio Monza
Calgary Storm
Cambridge Utd.
Cannes
Canvey Island
Cardiff
Cardiff U18
Career break
Carlisle United
Caroline Spring
Carpi
Castel di Sangro
Celta de Vigo
Celtic
Celtic Boys Club
Central Coast
Cercle Brugge
Cerro Porteño
Charlton
Charlton U18
Charlton U21
Chelmsford
Chelsea
Chelsea Res.
Chelsea U18
Chelsea U21
Chelsea U23
Cheltenham
Cherry Orchard FC
Chertsey
Chester
Chester City
Chesterfield FC
Chicago
Chievo Verona
Chivas
Chivas USA
Chukyo HS
Chunnam Dragons
Cincinnati
Clermont Foot
Cliftonville
Club Brugge
Clyde FC
Colchester Utd.
Coleraine
Coleraine U20
Colorado
Columbus Crew
Comunicaciones
Concord Rangers
Corinthians
Cork City
Cosenza
Coventry
Coventry U18
Cracovia
Crawley Town
Crewe Alexandra
Crewe U18
Criciúma EC
Croatia Zagreb
Cruzeiro
Crystal Palace
Cukaricki
Córdoba CF
D.C. United
DL Pro
DL Shide
DL Yifang
Dag & Red FC
Dallas
Darlington
Darmstadt 98
Dartford
De Graafschap
Debrecen
Defensor
Degerfors
Dep. La Coruña
Dep. Municipal
Derby
Derby U18
Derby U23
Derry City
Dijon
Dinamo Moscow
Dinamo Tbilisi
Dinamo Zagreb
Diósgyőr
Djurgården
Dnipro
Doncaster
Dorchester
Dover Athletic
Drogheda United
Dulwich Hamlet
Dunajska Streda
Dundalk FC
Dundee FC
Dundee United
Dunfermline A.
Dynamo Kyiv
E. Frankfurt
EC Vitória
ETO FC Győr
East Fife
Eastleigh
Eastwood Town
Ebbsfleet
El Ahly
Elche CF
Elfsborg
Empoli
Enfield FC
Enppi SC
Envigado
Ernest Borel
Esbjerg fB
Eskisehirspor
Espanyol
Esperance
Estoril Praia
Estudiantes
Everton
